"observationUnitName","observationUnitDbId","plot_number","subplot","plot_subplot","blue_mean","ExG_01_mean","green_mean","NDVI_mean","nir_mean","red_mean","red_edge_mean"
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_105_subplot_3",717112,105,3,"105_3",24540.4181082076,0.438814201999311,29313.6054471844,0.212411605337197,39750.1641516378,26552.0515274199,39393.2764078027
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_106_subplot_1",716786,106,1,"106_1",18419.5616488774,0.58882373232149,23323.7935222672,0.243641734493492,34009.5866764814,20677.8546190652,32476.3879278616
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_106_subplot_2",716787,106,2,"106_2",17435.7982359427,0.646673560841089,22376.6736493936,0.274370223087169,34078.6060271959,19367.2142594634,31817.4490995957
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_106_subplot_3",716788,106,3,"106_3",22906.8926865123,0.323783224024853,27205.3917677324,0.175341002086452,36499.9783167953,26057.1977214259,36760.2429253951
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_107_subplot_1",717212,107,1,"107_1",20336.2127659575,0.812629399585921,25089.0693323551,0.405882198944269,44158.9005869406,18702.1504035216,36338.8609684519
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_107_subplot_2",717213,107,2,"107_2",16776.9543278085,0.989658738366081,20851.0268876611,0.601199252451483,49995.4950276243,12429.173480663,32190.1609576427
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_107_subplot_3",717214,107,3,"107_3",16224.5224099927,0.998619737750173,20180.7035268185,0.615650717067139,50520.4797942689,12007.7751653196,31356.8317413666
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_108_subplot_1",716270,108,1,"108_1",21929.0482504604,0.564527260179434,25035.9208103131,0.352695979942053,42459.8880294659,20277.0593001842,35138.82946593
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_108_subplot_2",716271,108,2,"108_2",17574.3745414527,0.98414339882799,20673.2355099046,0.579888405995793,48568.9677182685,12920.9746881878,31772.1324284666
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_108_subplot_3",716272,108,3,"108_3",17148.5786372007,0.988961710934805,20254.4335174954,0.602152476872711,50761.6990791897,12551.4456721915,31468.5020257827
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_109_subplot_1",716528,109,1,"109_1",16973.0712973172,0.619047619047619,21347.2701212789,0.355796179752765,39461.7743476663,18865.0992282249,32725.4928335171
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_109_subplot_2",716529,109,2,"109_2",17117.8495217071,0.412961047914512,21314.2781456954,0.304680192582196,37532.1243561442,20046.8248712288,32405.7630610743
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_109_subplot_3",716530,109,3,"109_3",18827.4368575624,0.488781498101484,22841.5260646109,0.308159192265979,38532.0411160059,20220.3920704846,33440.5954478708
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_10_subplot_1",716936,10,1,"10_1",13841.8372606775,0.262413793103448,19880.0894698085,0.210930561796108,33803.7691458027,22008.4002209131,33216.7901325479
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_10_subplot_2",716937,10,2,"10_2",13478.6310572687,0.18551724137931,19133.5987518355,0.203828072670326,32344.8696769457,21455.5436857562,31522.6226138032
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_10_subplot_3",716938,10,3,"10_3",13118.7882916053,0.246807041767345,18674.7842415317,0.228508888761485,32366.3880706922,20492.0986745214,31234.2194403535
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_110_subplot_1",716861,110,1,"110_1",22147.7456817347,0.00655624568668047,24925.631753032,0.125607499180006,35355.3054024256,27569.7206909225,34666.2488055862
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_110_subplot_2",716862,110,2,"110_2",19700.4406031629,0.00999655291278869,22724.5130562707,0.142219211720876,34033.9054799559,25700.7705038617,32440.208900331
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_110_subplot_3",716863,110,3,"110_3",20204.176535491,0.00137978613314936,23193.0639941155,0.136376748605175,34861.4273630011,26629.3254873115,33530.0540639941
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_111_subplot_1",716873,111,1,"111_1",16538.0828729282,0.994133885438233,19815.9200736648,0.603694215643523,50328.5631675875,12414.2114180479,30984.5981583794
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_111_subplot_2",716874,111,2,"111_2",16405.5640366973,0.985866942433644,19765.0179816514,0.545982346322577,44766.8965137615,12954.9963302752,30514.7933944954
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_111_subplot_3",716875,111,3,"111_3",16653.4622745675,0.970334598137289,19911.3260949577,0.541223160071176,45277.3102686787,13230.3750460066,30471.1935958778
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_112_subplot_1",716282,112,1,"112_1",16248.2214469335,0.997584541062802,20471.2838780757,0.577719700507908,47339.6246786632,12519.030481087,31983.3286816012
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_112_subplot_2",716283,112,2,"112_2",15722.7278084715,0.998620689655172,19979.4736648251,0.597307067974414,47896.3101289134,11997.6740331492,31594.8095764273
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_112_subplot_3",716284,112,3,"112_3",15984.2615553925,0.996549344375431,20202.3675715334,0.584510680076641,47288.7424798239,12323.5447542186,31568.4130594277
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_113_subplot_1",716678,113,1,"113_1",26715.7096182085,0.340462228354605,30913.4284140969,0.121374728266346,37764.3557268722,30706.3054331865,42077.4232745962
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_113_subplot_2",716679,113,2,"113_2",18887.6134020619,0.762939958592132,24436.764359352,0.252829486948163,34432.8803387334,20589.7028718704,35193.4337260677
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_113_subplot_3",716680,113,3,"113_3",16818.5111926605,0.909686315063771,22519.5966972477,0.288315065384477,33746.9368807339,18586.7820183486,33345.4260550459
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_114_subplot_1",716711,114,1,"114_1",26873.0187914517,0.356773526370217,30118.6153279293,0.159683345349502,38635.1503316139,29186.3644067797,41022.8574060427
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_114_subplot_2",716712,114,2,"114_2",15257.1361967695,0.986202138668506,20684.8568281938,0.421969547031254,36488.154185022,14647.9739353891,31352.8024963289
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_114_subplot_3",716713,114,3,"114_3",15289.6267942584,0.996552912788694,20803.4365108576,0.449102994798607,37634.5252116305,14091.2432830328,30927.040853883
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_115_subplot_1",717056,115,1,"115_1",18557.0723466765,0.747328507411237,22660.8005875872,0.368057862201896,39107.4983474109,17768.0176276166,33129.9342636798
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_115_subplot_2",717057,115,2,"115_2",16268.2556086797,0.953054884363134,20908.9727841118,0.43202651268377,38461.2556086797,15136.2401618242,31426.7340934167
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_115_subplot_3",717058,115,3,"115_3",16065.5331125828,0.977931034482759,20953.2568064754,0.486449775484982,41652.6942604857,14268.2575423105,31698.0121412803
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_116_subplot_1",716882,116,1,"116_1",20051.0871643987,0.0675629093416063,23420.237219566,0.169928972174053,32982.6969474071,23433.3442442074,32859.7513791835
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_116_subplot_2",716883,116,2,"116_2",19539.9149797571,0.181159420289855,23253.9116672801,0.1888746748563,32777.2189915348,22404.2786161207,31998.3448656607
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_116_subplot_3",716884,116,3,"116_3",21168.7272393539,0.395380903136849,25337.6013215859,0.209923722194829,34777.2298091043,23045.456681351,33721.7859765051
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_117_subplot_1",717269,117,1,"117_1",24502.942562592,0.459152016546019,28260.4090574374,0.229578454992516,39776.0272459499,25426.4734904271,38937.5905743741
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_117_subplot_2",717270,117,2,"117_2",15097.4963316214,0.98792270531401,20875.3991195891,0.459579729666518,40589.1841526045,14950.920029347,33245.118488628
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_117_subplot_3",717271,117,3,"117_3",14886.2472365512,0.999310820124052,20657.4303610906,0.557699748132435,45428.4532056006,12831.0902726603,32826.1414885777
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_118_subplot_1",716201,118,1,"118_1",31478.4644167278,0.0220613581523613,34248.309244314,0.0317872940428038,38718.4988994864,36684.2776962583,43720.7098312546
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_118_subplot_2",716202,118,2,"118_2",19515.653038674,0.349206349206349,24381.7804788214,0.18493258502284,33769.0316758748,23278.5583793739,34232.4316758748
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_118_subplot_3",716203,118,3,"118_3",17397.5078957033,0.384960331148672,21959.4641939038,0.218037136463849,32625.177377892,20963.7825927286,31803.1913330885
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_119_subplot_1",716447,119,1,"119_1",18916.8140648012,0.577586206896552,24850.6215022091,0.205700755116801,35054.6583210604,23083.0463917526,35376.6053019146
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_119_subplot_2",716448,119,2,"119_2",18351.0848640705,0.608140738185581,24157.9735488611,0.217417577243838,34751.9088905217,22356.216752388,34783.64952241
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_119_subplot_3",716449,119,3,"119_3",18177.1824200074,0.464322647362978,23879.3600588452,0.216575463804692,35301.4457521147,22776.0036778227,34950.0239058477
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_11_subplot_1",717011,11,1,"11_1",14631.4775900073,0.892450879007239,20179.5911094783,0.525756337373479,48809.1936076414,15063.0304922851,34723.262674504
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_11_subplot_2",717012,11,2,"11_2",13096.3050036792,0.988628532046864,17879.397718911,0.616679864946593,51075.6799116998,12105.1795437822,31137.8778513613
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_11_subplot_3",717013,11,3,"11_3",13581.216832047,0.988612836438923,18421.2873943403,0.614514305457674,51782.1719955899,12394.3902976847,31894.4332965821
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_120_subplot_1",716723,120,1,"120_1",16064.0301692421,0.933448275862069,22202.6011773363,0.357881699654706,37195.5794701987,17609.6243561442,33677.080941869
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_120_subplot_2",716724,120,2,"120_2",16027.8986039677,0.96031746031746,22180.3677443057,0.415347020858716,39549.7038941955,16284.9360764144,33882.3085966201
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_120_subplot_3",716725,120,3,"120_3",15752.9808682855,0.999310582557739,21989.5279617366,0.526503632368671,45688.5820456218,13958.3263428992,34944.2465047829
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_121_subplot_1",716681,121,1,"121_1",19709.2074917371,0.598069631161668,25763.0400293794,0.204923755487082,36240.8156445097,24017.1891296364,36963.7858979067
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_121_subplot_2",716682,121,2,"121_2",17390.3452337137,0.581090407177364,23118.7637099742,0.22734720046167,34680.1159366949,21888.5160103055,34611.1413323519
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_121_subplot_3",716683,121,3,"121_3",17366.2016899339,0.511900655398413,23084.0337986774,0.240333605602988,36159.8736223365,22201.2193240264,35627.360764144
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_122_subplot_1",717287,122,1,"122_1",15392.456890199,0.987935194760427,21695.1529108327,0.534558929409863,48696.0899042005,14575.1868091378,34620.3518791452
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_122_subplot_2",717288,122,2,"122_2",15290.5774596182,0.964791163272351,21127.2624816446,0.479050418408682,43983.2415565345,15271.0936123348,32833.8098384728
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_122_subplot_3",717289,122,3,"122_3",15753.2815605447,0.94934527911785,21144.2083179978,0.484056580018238,44935.4173721016,15246.1575266838,32619.2896577107
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_123_subplot_1",716870,123,1,"123_1",15087.7654185022,0.988616764401518,21140.1740088106,0.551735088178838,48604.4673274596,13864.563876652,33039.6057268722
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_123_subplot_2",716871,123,2,"123_2",13784.8079470199,0.996204278812974,19657.3248712288,0.587409401859418,48647.1004415011,12410.1909492274,31435.940397351
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_123_subplot_3",716872,123,3,"123_3",14201.8680632121,1,20307.7409040794,0.616863933783889,52810.1771407571,12391.9169423006,32936.789415656
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_124_subplot_1",716849,124,1,"124_1",14665.1695476278,0.713055459869101,20036.8466347922,0.358330938301882,35561.8653916881,16616.2265538801,29218.5888194189
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_124_subplot_2",716850,124,2,"124_2",16862.0753676471,0.615942028985507,22164.5963235294,0.315851509895342,36916.5558823529,19190.6455882353,31047.7154411765
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_124_subplot_3",716851,124,3,"124_3",18683.8606105186,0.543103448275862,23702.0853254873,0.279724420001967,37606.4803236484,21136.8197866863,32527.5340198602
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_125_subplot_1",716351,125,1,"125_1",17999.7863184994,0.600137883488452,23513.0937844796,0.262406756181132,36752.2839279147,21305.4887826407,33835.2644354542
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_125_subplot_2",716352,125,2,"125_2",17226.1606617647,0.555747324818778,22500.1360294118,0.268642109265508,36499.0636029412,21055.9919117647,33497.14375
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_125_subplot_3",716353,125,3,"125_3",33334.0051508462,0.051361599448466,36049.5470934511,0.0337705028730119,42403.7181751288,40779.0114054452,44608.7523914643
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_126_subplot_1",716708,126,1,"126_1",16013.0224017628,0.943083822007589,22203.8762394418,0.431153743310972,42134.0525156078,16571.7238340066,33530.6893132574
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_126_subplot_2",716709,126,2,"126_2",15575.1166728009,0.947550034506556,21712.7839528892,0.426791930218874,41372.6234817814,16549.052631579,33016.4055944056
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_126_subplot_3",716710,126,3,"126_3",31346.7727606461,0.169941399517408,34843.8806901615,0.106682936173782,44692.5521292217,37118.7081497797,43840.4258443466
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_127_subplot_1",716267,127,1,"127_1",15782.3438648053,0.667126119917298,20847.5503306392,0.324457307086203,36358.2094048494,18454.7777369581,31043.2593681117
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_127_subplot_2",716268,127,2,"127_2",15930.8366445916,0.606342640468804,20848.4039735099,0.30547807099348,35264.8668138337,18745.4562178072,30272.0717439294
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_127_subplot_3",716269,127,3,"127_3",17194.3371281675,0.627674258109041,22465.6151303709,0.306715378306993,37604.5207491737,19942.0488431877,32356.58758722
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_128_subplot_1",717206,128,1,"128_1",15363.1898454746,0.958951362538807,21091.4720382634,0.485303086249742,43895.5570272259,14953.7174392936,32633.2380426784
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_128_subplot_2",717207,128,2,"128_2",15159.7846380007,0.987245777318166,21032.4656376332,0.520908079169907,45821.7475192944,14274.0716648291,33002.6210951856
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_128_subplot_3",717208,128,3,"128_3",15780.0834865759,0.988267770876467,21717.6535490989,0.502512351819251,46170.7940419272,15151.7568959176,33808.0014711291
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_129_subplot_1",716954,129,1,"129_1",17491.694005149,0.510168907273354,22283.8966531813,0.283418469556525,36907.2618609783,20530.1802133137,32484.6013240162
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_129_subplot_2",716955,129,2,"129_2",18906.2638735759,0.509824198552223,23762.848585079,0.268602126317379,37959.493568541,21823.1675854465,33878.6743844175
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_129_subplot_3",716956,129,3,"129_3",34742.7573529412,0.041407867494824,37229.6110294118,0.049283002943227,44232.425,40810.0636029412,45603.2220588235
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_12_subplot_1",716543,12,1,"12_1",13836.7375,0.950689655172414,19275.2591911765,0.542863286158674,47431.3613970588,13944.9900735294,33459.7900735294
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_12_subplot_2",716544,12,2,"12_2",13301.3746323529,0.98931402964495,18378.3841911765,0.587336596675129,48451.7867647059,12564.6834558824,32134.5558823529
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_12_subplot_3",716545,12,3,"12_3",13636.8008085263,0.989648033126294,18671.6137449467,0.618068284086181,52227.4660051452,12369.6813671444,32794.5494303565
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_130_subplot_1",717089,130,1,"130_1",17120.1991182954,0.891724137931034,22039.1234386481,0.459761670713738,44743.9327700221,16356.9000734754,32747.113519471
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_130_subplot_2",717090,130,2,"130_2",17101.2115526122,0.862805928990003,22191.7178072112,0.436537545091015,43869.6927888153,16906.3127299485,33133.0956585725
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_130_subplot_3",717091,130,3,"130_3",33030.4599559148,0.198826372109078,35892.9746509919,0.121507131682122,46805.74761205,38224.8901542983,45583.278471712
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_131_subplot_1",717116,131,1,"131_1",17981.3303867403,0.610210417385305,22562.8453038674,0.339539842184484,40394.2836095764,19789.8611418048,32130.5443830571
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_131_subplot_2",717117,131,2,"131_2",17621.5847395451,0.65770423991727,22885.3683052091,0.325724848275738,38920.5630961115,19935.5810711665,32376.1705796038
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_131_subplot_3",717118,131,3,"131_3",19658.8917127072,0.614216701173223,25398.8434622468,0.283984045858017,40133.8069981584,22341.3720073665,34378.0747697974
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_132_subplot_1",716534,132,1,"132_1",24546.6943423953,0.0427144333448157,28902.9933872153,0.0821012556465932,35971.4988978692,30713.3523144747,36797.298677443
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_132_subplot_2",716535,132,2,"132_2",23879.735640648,0.106933425319076,28468.5769513991,0.092898218062756,34896.750736377,29140.5942562592,35789.8313696613
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_132_subplot_3",716536,132,3,"132_3",24143.9140653691,0.10351966873706,28878.0852001469,0.0884650801874342,35093.1314726405,29511.5857510099,35950.6136614029
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_133_subplot_1",716396,133,1,"133_1",25769.1183823529,0.440344827586207,29891.8658088235,0.247894353427409,43036.7444852941,26614.1882352941,42249.4933823529
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_133_subplot_2",716397,133,2,"133_2",16520.6157237325,0.961737331954498,22405.1660543718,0.45193784661243,41542.3783982366,15397.1697281411,34635.5080822924
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_133_subplot_3",716398,133,3,"133_3",17472.1082075819,0.920234806629834,22981.9190283401,0.391935852120589,38868.9271255061,16740.6875230033,33790.3963930806
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_134_subplot_1",716432,134,1,"134_1",33462.484904271,0.110689655172414,36490.8354197349,0.0783573911545451,41000.6804123711,35800.6818851252,45775.4241531664
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_134_subplot_2",716433,134,2,"134_2",20191.197353914,0.47569803516029,25121.5751561926,0.221249651492852,35915.2208746784,22895.5604557148,35772.1808158765
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_134_subplot_3",716434,134,3,"134_3",19137.8580882353,0.557241379310345,24285.3731617647,0.234834733357368,34910.1841911765,21693.1602941176,34203.3132352941
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_135_subplot_1",716837,135,1,"135_1",23452.2971386647,0.0124095139607032,27367.2842993397,0.0733070337464689,33596.600513573,29239.5476889215,35174.9996331621
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_135_subplot_2",716838,135,2,"135_2",22246.941089838,0.126551724137931,26256.9664948454,0.113806911361932,33939.7544182621,27361.2625184094,34566.9072164948
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_135_subplot_3",716839,135,3,"135_3",24536.4899008447,0.0717736369910283,28686.1318398825,0.0783472603177837,33886.4366507528,29135.1692985678,35625.264781491
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_136_subplot_1",717125,136,1,"136_1",19917.1369661267,0.618275862068966,24578.6899852725,0.286365866127554,38414.3740795287,21371.9348306333,33974.6218703976
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_136_subplot_2",717126,136,2,"136_2",21618.6814678899,0.387586206896552,25982.6517431193,0.212269536830392,36985.3372477064,24259.7188990826,35239.3585321101
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_136_subplot_3",717127,136,3,"136_3",19160.9554327809,0.56437694166379,23270.0836095764,0.312381362310387,38873.4228360958,20484.973480663,33386.0434622468
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_137_subplot_1",716993,137,1,"137_1",19057.6294117647,0.499655172413793,23250.7768382353,0.257743072439625,34540.7106617647,20455.7731617647,32722.8261029412
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_137_subplot_2",716994,137,2,"137_2",19884.2011769033,0.528074405787117,23853.4729680029,0.263326739517317,34872.6866495035,20372.7782272894,33143.6965796249
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_137_subplot_3",716995,137,3,"137_3",38438.1601175174,0.122498274672188,39149.2581711348,0.0698544757665585,42454.5762027176,37888.4351817848,47215.6401028278
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_138_subplot_1",716468,138,1,"138_1",16074.6831864905,0.966517086641353,20732.1640969163,0.529877170789218,43826.1038913363,13202.1064610866,31418.2944199706
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_138_subplot_2",716469,138,2,"138_2",16138.6816341553,0.929334712168218,20557.010305484,0.467451892848517,39595.026867869,14061.1759293338,30673.4803091645
"Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_138_subplot_3",716470,138,3,"138_3",27214.8054431776,0.429951690821256,29462.3420375138,0.267245613364667,42121.3332107392,25137.2324383965,39547.7098197867
