observationUnitName,observationUnitDbId,plot_number,subplot,plot_subplot,blue_mean,ExG_01_mean,green_mean,NDVI_mean,nir_mean,red_mean,red_edge_mean
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_107_subplot_3,717214,107,3,107_3,37718.16011,0.655969634,40014.60283,0.213049728,43266.50897,28056.53451,42195.29262
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_108_subplot_1,716270,108,1,108_1,40340.6501,0.455141477,41670.0628,0.084077425,38867.1991,32980.87854,42443.50069
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_108_subplot_2,716271,108,2,108_2,39292.73664,0.564288176,41400.01861,0.13268026,40393.34747,31154.58083,43107.58463
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_108_subplot_3,716272,108,3,108_3,36860.61573,0.684028976,39984.71059,0.208073967,42800.03932,27939.72715,43250.87133
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_109_subplot_1,716528,109,1,109_1,22123.55245,0.96342305,30455.57246,0.443093388,45061.36646,17050.99172,39540.98689
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_109_subplot_2,716529,109,2,109_2,21966.2375,0.968631506,30167.7556,0.443376154,44677.76422,17019.66701,39078.75078
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_109_subplot_3,716530,109,3,109_3,27222.82465,0.786330687,33534.46358,0.280172628,40693.00414,22674.01622,39419.56093
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_10_subplot_1,716936,10,1,10_1,24045.86621,0.710344828,29061.82724,0.270188803,35746.79828,20267.44828,36665.37483
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_10_subplot_2,716937,10,2,10_2,23245.69931,0.805172414,29128.02,0.300590412,36060.76034,19170.22379,36335.48655
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_10_subplot_3,716938,10,3,10_3,21818.34622,0.871246117,27808.73628,0.349056889,36826.37384,17539.78219,34910.05834
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_110_subplot_1,716861,110,1,110_1,26488.28813,0.713250518,32692.27088,0.264598402,40206.58937,23250.84921,38665.36197
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_110_subplot_2,716862,110,2,110_2,22940.23164,0.860048259,30506.13616,0.358030519,41402.20717,19407.40055,37765.95553
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_110_subplot_3,716863,110,3,110_3,22492.07692,0.883063125,30256.68989,0.387568866,42765.52777,18541.57261,38005.21387
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_111_subplot_1,716873,111,1,111_1,37708.36957,0.673567978,42017.31263,0.170025052,43250.14769,30688.45859,45729.17253
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_111_subplot_2,716874,111,2,111_2,40148.89624,0.518441917,43801.03999,0.080738857,40489.63461,34839.62703,45466.15098
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_111_subplot_3,716875,111,3,111_3,39294.58537,0.540876164,41959.495,0.110438154,41193.09659,33229.77234,44578.26078
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_112_subplot_1,716282,112,1,112_1,40113.29331,0.516563147,44582.56177,0.035574041,38241.02208,35856.85059,45296.49068
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_112_subplot_2,716283,112,2,112_2,37653.53931,0.686206897,43298.11621,0.126603417,40700.01586,31824.63241,45995.68034
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_112_subplot_3,716284,112,3,112_3,39856.99034,0.554175293,44961.51553,0.044612736,38714.38785,35496.57833,45976.81194
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_113_subplot_1,716678,113,1,113_1,21351.26216,0.873749569,29365.67989,0.330317826,37721.49086,18630.30493,36258.36461
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_113_subplot_2,716679,113,2,113_2,23752.28295,0.780538302,30941.43789,0.254845731,35837.54003,21020.99068,36005.49034
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_113_subplot_3,716680,113,3,113_3,20636.61048,0.945191313,28951.54947,0.347563497,36661.01517,17440.61393,35163.202
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_114_subplot_1,716711,114,1,114_1,19174.21372,0.979662185,26902.92692,0.468511083,42642.2799,15042.6577,35558.36815
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_114_subplot_2,716712,114,2,114_2,21371.11004,0.920317351,28957.85409,0.390593755,40057.84236,17039.2832,35726.79372
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_114_subplot_3,716713,114,3,114_3,22817.04654,0.922440538,30299.65115,0.362598149,39072.42709,17982.96829,35632.28783
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_115_subplot_1,717056,115,1,115_1,25938.25371,0.766287487,31459.13547,0.297148968,40595.3192,21708.84626,37371.75009
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_115_subplot_2,717057,115,2,115_2,21925.26338,0.944080083,29000.1108,0.422902821,42454.47394,16951.2437,36191.2834
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_115_subplot_3,717058,115,3,115_3,20394.8669,0.987931034,27888.00276,0.513420209,45556.1331,14323.72276,35586.99759
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_116_subplot_1,716882,116,1,116_1,22998.31437,0.842812823,29386.53499,0.33209986,39450.40848,19420.03137,35997.03482
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_116_subplot_2,716883,116,2,116_2,23659.19807,0.81884058,29828.88199,0.310216018,38370.26052,19927.96653,35529.25017
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_116_subplot_3,716884,116,3,116_3,28506.01965,0.593933127,33123.01448,0.174138959,35488.99517,25016.02137,35502.33781
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_117_subplot_1,717269,117,1,117_1,24579.2082,0.947259566,30704.22475,0.414690928,43501.19338,17789.22441,37652.9283
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_117_subplot_2,717270,117,2,117_2,21334.06108,0.988612836,27736.39441,0.509979006,45815.24914,14628.88889,35574.78709
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_117_subplot_3,717271,117,3,117_3,21743.47829,0.99931082,27847.27981,0.543600387,47915.52378,13979.57547,35572.95451
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_118_subplot_1,716201,118,1,118_1,27144.5605,0.661151327,31862.88349,0.262893367,38861.18476,22537.85936,35988.69597
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_118_subplot_2,716202,118,2,118_2,27482.21429,0.648723257,32118.77226,0.251849828,38513.73119,22882.96653,36193.39959
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_118_subplot_3,716203,118,3,118_3,25220.76164,0.771300448,30422.59848,0.309873271,39247.87582,20325.93756,35480.61573
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_119_subplot_1,716447,119,1,119_1,24249.23034,0.758965517,30069.30172,0.321739162,39989.02655,20158.14241,35612.44793
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_119_subplot_2,716448,119,2,119_2,24101.01311,0.79406692,30152.22284,0.336118543,40186.73198,19764.81476,35655.99138
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_119_subplot_3,716449,119,3,119_3,21973.1365,0.905894519,28719.13099,0.406723678,41902.42847,17297.16718,35333.40228
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_11_subplot_1,717011,11,1,11_1,32871.8211,0.817649087,36323.78008,0.300223106,42981.19476,23397.97863,44223.54257
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_11_subplot_2,717012,11,2,11_2,30359.40662,0.922467264,34841.64369,0.402499879,46344.04997,19816.39628,42575.82598
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_11_subplot_3,717013,11,3,11_3,28893.07488,0.979986197,34195.70221,0.441397356,47130.90166,18139.13112,41959.64596
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_120_subplot_1,716723,120,1,120_1,23013.49655,0.892758621,29360.75034,0.358860493,39673.67448,18512.59759,35140.39241
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_120_subplot_2,716724,120,2,120_2,24082.60145,0.905797101,30674.84645,0.375607178,41541.03002,18546.43513,36644.35231
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_120_subplot_3,716725,120,3,120_3,24385.13375,0.939675974,30681.38366,0.409624535,43068.54016,17825.56532,36826.22337
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_121_subplot_1,716681,121,1,121_1,25314.00138,0.707687004,30414.75595,0.232568447,34977.19304,21669.66115,32839.41158
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_121_subplot_2,716682,121,2,121_2,22784.3392,0.823326432,28321.61215,0.28918835,35338.44099,19206.02692,31685.70255
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_121_subplot_3,716683,121,3,121_3,21187.9041,0.910658848,26782.72956,0.345025945,36490.31804,17505.26112,31018.40807
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_122_subplot_1,717287,122,1,122_1,21903.66805,0.97035505,28485.17511,0.464739876,42948.83316,15384.89935,33472.43261
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_122_subplot_2,717288,122,2,122_2,23601.74008,0.890921643,29682.43735,0.356253284,38883.60028,18292.82672,33255.07318
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_122_subplot_3,717289,122,3,122_3,25060.0796,0.856650586,30960.4714,0.325570036,39029.43143,19544.18332,34371.9297
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_123_subplot_1,716870,123,1,123_1,27968.28941,0.884097965,34787.05726,0.297203304,39978.25009,21422.0238,37335.20007
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_123_subplot_2,716871,123,2,123_2,24634.01208,0.937543133,31941.2412,0.388271718,41593.06867,17859.91546,36053.72188
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_123_subplot_3,716872,123,3,123_3,22495.35505,0.997931748,30370.88176,0.491168093,45339.35608,15133.33368,36662.85109
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_124_subplot_1,716849,124,1,124_1,25455.98725,0.717878057,31859.77678,0.222663588,35229.30348,21877.36135,33994.61419
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_124_subplot_2,716850,124,2,124_2,28271.37785,0.597308489,33891.08523,0.155565826,34657.15528,25148.05625,35011.85024
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_124_subplot_3,716851,124,3,124_3,31776.64241,0.479655172,35950.73552,0.092870933,34426.67931,28501.99,36607.10069
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_125_subplot_1,716351,125,1,125_1,23366.27715,0.855567046,30952.82489,0.28547044,37197.44398,20486.40951,34705.53326
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_125_subplot_2,716352,125,2,125_2,21262.18571,0.92095271,29014.30411,0.335461728,37467.38868,18279.0611,33882.48775
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_125_subplot_3,716353,125,3,125_3,21292.85591,0.901068597,28539.28301,0.337771948,37263.414,18232.72423,33634.78835
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_126_subplot_1,716708,126,1,126_1,22037.55122,0.918247672,30586.06313,0.376089682,41308.28631,18525.58123,36214.38393
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_126_subplot_2,716709,126,2,126_2,21224.2833,0.949620428,29570.6187,0.390906767,41148.07246,17676.49206,35309.93651
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_126_subplot_3,716710,126,3,126_3,21803.41193,0.937263013,29464.5605,0.397245876,41260.49466,17531.64702,35233.16718
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_127_subplot_1,716267,127,1,127_1,21825.35493,0.803583735,26963.47932,0.367381434,38996.36389,17712.61854,33443.09959
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_127_subplot_2,716268,127,2,127_2,23717.66563,0.688728025,27986.97449,0.305864959,37529.14547,19826.18304,33385.30782
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_127_subplot_3,716269,127,3,127_3,26021.31332,0.665286404,30229.22843,0.26930163,37851.26846,21648.71705,35002.05521
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_128_subplot_1,717206,128,1,128_1,21783.88651,0.912038634,27889.16006,0.438015382,43133.32977,16582.03932,36161.1535
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_128_subplot_2,717207,128,2,128_2,20392.73388,0.969665633,26776.42468,0.499027617,44649.25819,14649.44916,35435.32265
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_128_subplot_3,717208,128,3,128_3,22655.50414,0.886128364,28526.22567,0.417057169,42335.31781,17101.73602,36135.73671
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_129_subplot_1,716954,129,1,129_1,22540.73561,0.742502585,28663.85419,0.321060586,38577.90107,19281.57773,35666.51396
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_129_subplot_2,716955,129,2,129_2,24455.65253,0.716649431,30321.27508,0.285187867,38308.91727,21011.71079,36646.42192
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_129_subplot_3,716956,129,3,129_3,26693.75017,0.670117322,32540.31988,0.244254491,38081.08834,23016.29434,37630.10352
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_12_subplot_1,716543,12,1,12_1,30089.78552,0.861034483,33949.34138,0.367952697,44528.32,20616.32828,41301.3769
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_12_subplot_2,716544,12,2,12_2,29188.48604,0.904170976,33740.89555,0.390422504,44021.9283,19342.35091,40317.96967
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_12_subplot_3,716545,12,3,12_3,28960.28088,0.938233264,34236.49241,0.400170599,44347.83437,18980.63665,40165.27743
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_130_subplot_1,717089,130,1,130_1,26574.87,0.728965517,31888.57759,0.271750434,38991.5669,22072.38414,36972.67172
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_130_subplot_2,717090,130,2,130_2,24659.98966,0.80592899,30612.3423,0.329743962,40155.45743,19932.08997,36692.09514
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_130_subplot_3,717091,130,3,130_3,25221.64273,0.794960304,30906.1001,0.310269368,39484.90404,20447.38557,36308.46565
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_131_subplot_1,717116,131,1,131_1,27300.11452,0.713004484,32700.0338,0.196143076,37326.38151,24721.99345,36192.21387
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_131_subplot_2,717117,131,2,131_2,30360.24853,0.529127887,34404.09479,0.118165643,35689.34161,28178.44743,36430.44261
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_131_subplot_3,717118,131,3,131_3,34107.29124,0.407177364,37550.5352,0.053011885,35334.62319,31850.43961,37558.88371
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_132_subplot_1,716534,132,1,132_1,31032.98174,0.445401309,35191.1092,0.073809329,34345.4144,29469.26249,36133.47193
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_132_subplot_2,716535,132,2,132_2,33029.03725,0.355294929,36333.33322,0.036442719,33878.32632,31371.59676,36470.12935
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_132_subplot_3,716536,132,3,132_3,33412.14562,0.3647343,36589.07005,0.037511976,34011.7167,31426.89821,36629.30711
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_133_subplot_1,716396,133,1,133_1,21745.38069,0.988965517,28493.70138,0.479330565,44696.94172,15464.21276,36087.59034
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_133_subplot_2,716397,133,2,133_2,24939.6646,0.855911755,30435.22785,0.362588516,41502.51431,19164.62496,36173.67356
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_133_subplot_3,716398,133,3,133_3,29311.29178,0.650552486,33371.49586,0.234580756,38684.8674,23995.84496,36868.96927
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_134_subplot_1,716432,134,1,134_1,28052.34724,0.649655172,32591.89759,0.256278151,39517.28793,23265.61931,36569.15621
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_134_subplot_2,716433,134,2,134_2,24874.20028,0.739055498,30136.94105,0.321534271,40156.95553,20368.02896,35552.43364
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_134_subplot_3,716434,134,3,134_3,24484.43862,0.750689655,29773.75172,0.324409106,39950.77621,20166.67552,35118.61586
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_135_subplot_1,716837,135,1,135_1,31196.22027,0.532574974,35682.404,0.123670584,36762.03861,28488.48363,37011.96484
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_135_subplot_2,716838,135,2,135_2,31652.90931,0.503793103,36039.94552,0.113653989,37005.66517,29249.80414,37475.50414
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_135_subplot_3,716839,135,3,135_3,36177.84058,0.327122153,38700.35024,0.033064137,35840.11146,33225.26018,37985.20117
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_136_subplot_1,717125,136,1,136_1,30202.38,0.656206897,34510.10966,0.170824743,36796.79966,25894.00897,36483.92586
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_136_subplot_2,717126,136,2,136_2,29470.77276,0.712758621,34679.63724,0.180565703,37229.78138,25667.82793,37163.71069
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_136_subplot_3,717127,136,3,136_3,27351.37798,0.874007594,33400.48706,0.2602674,39061.84915,22799.03555,37447.99965
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_137_subplot_1,716993,137,1,137_1,23027.53897,0.70862069,27947.77345,0.291934288,36390.43448,19576.34379,32598.62759
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_137_subplot_2,716994,137,2,137_2,25567.2928,0.57113331,29690.21667,0.220844554,35474.88391,22518.59008,33198.26731
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_137_subplot_3,716995,137,3,137_3,30401.93616,0.402346446,33403.04555,0.114038791,34535.46377,27396.84058,34523.01415
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_138_subplot_1,716468,138,1,138_1,23630.99344,0.885743873,29464.67932,0.375997296,40791.82119,18148.44322,34749.90956
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_138_subplot_2,716469,138,2,138_2,24289.45088,0.783522923,29413.46984,0.323605272,39031.00172,19779.79903,34235.11203
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_138_subplot_3,716470,138,3,138_3,22681.2343,0.923740511,28761.59696,0.406210627,41812.81125,17381.60973,35058.73257
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_139_subplot_1,716171,139,1,139_1,31806.80034,0.907241379,37691.2369,0.348350711,46204.29207,22062.76379,41995.23759
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_139_subplot_2,716172,139,2,139_2,35160.66195,0.733011383,39360.32873,0.241543622,43678.79821,26679.20938,41704.74715
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_139_subplot_3,716173,139,3,139_3,34711.36853,0.841959972,39956.71256,0.278163198,45108.17564,25313.65286,43326.26501
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_13_subplot_1,717296,13,1,13_1,21543.30379,0.911034483,26522.39345,0.458356674,40772.20138,15325.3331,34679.47414
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_13_subplot_2,717297,13,2,13_2,21480.56498,0.93519476,26967.02447,0.522618407,45140.77422,14421.22061,35058.93416
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_13_subplot_3,717298,13,3,13_3,21293.8422,0.975138122,27200.37465,0.532022303,45240.01692,13833.38052,35166.67231
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_140_subplot_1,716435,140,1,140_1,33734.18091,0.817367333,39435.69573,0.243032471,42080.94418,25735.58374,42322.31461
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_140_subplot_2,716436,140,2,140_2,30963.17752,0.893829714,36686.40021,0.330668936,44934.52947,22498.27301,41375.57118
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_140_subplot_3,716437,140,3,140_3,28966.66137,0.976527442,35692.92337,0.427834859,49254.29686,19571.01105,42424.12668
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_141_subplot_1,716408,141,1,141_1,25077.65138,0.702068966,31156.70966,0.25031468,37857.43517,22675.21483,35719.84379
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_141_subplot_2,716409,141,2,141_2,21045.74258,0.860248447,28206.22533,0.347795036,39454.64424,18689.04417,34598.10524
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_141_subplot_3,716410,141,3,141_3,21061.24569,0.861819435,28565.48691,0.331260607,39185.39145,19247.15438,34756.68401
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_142_subplot_1,717002,142,1,142_1,21887.09207,0.891034483,28549.26172,0.409830289,43031.74655,17715.96586,35210.05828
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_142_subplot_2,717003,142,2,142_2,23732.44582,0.787784679,30376.63147,0.333408849,41363.56418,20417.56591,36008.12526
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_142_subplot_3,717004,142,3,142_3,23580.26646,0.790417098,30862.22303,0.306054328,40306.41951,21177.41917,36162.59669
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_143_subplot_1,717128,143,1,143_1,27127.72615,0.775404754,33303.99656,0.290679978,41036.63555,22389.52739,37899.8877
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_143_subplot_2,717129,143,2,143_2,26152.19082,0.799516908,32893.91201,0.293893606,40644.30469,22055.63112,37652.04727
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_143_subplot_3,717130,143,3,143_3,23838.30562,0.904104864,32411.7782,0.348072521,42033.10176,20066.79338,38412.85857
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_144_subplot_1,717092,144,1,144_1,25803.39103,0.774827586,31547.26207,0.269940308,38063.01897,21635.58241,36008.51483
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_144_subplot_2,717093,144,2,144_2,26759.19917,0.720745599,32434.62478,0.243145091,37628.33759,22988.79565,36485.61374
Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_144_subplot_3,717094,144,3,144_3,28024.0479,0.681598897,34093.91833,0.208709981,37683.15713,24699.22398,37915.86147
