studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,germplasmEntryNumber,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,Above ground dry biomass - g|day 136|COMP:0000063,Above ground dry biomass - g|day 168|COMP:0000064,Freeze damage severity - 0-9 Rating|CO_350:0005001,Grain weight - g|CO_350:0005123,Grain yield - g/m2|CO_350:0000260,Growth stage - Zadoks|CO_350:0000689,Lodging severity - 0-9 Rating|CO_350:0005007,Pea above ground dry biomass - g|day 136|COMP:0000060,Pea above ground dry biomass - g|day 168|COMP:0000061,Pea flowering date - Julian day|COMP:0000053,Pea freeze damage severity - 0-5 Rating|COMP:0000051,Pea grain weight - g|COMP:0000009,Pea grain yield - g/m2|COMP:0000049,Pea plant height - cm|day 134|COMP:0000062,Pea plant height - cm|day 164|COMP:0000040,Pea winter survival - percent|COMP:0000050,Plant height - cm|day 134|COMP:0000054,Plant height - cm|day 164|COMP:0000023,Weed above ground dry biomass - g|day 136|COMP:0000065,Weed above ground dry biomass - g|day 168|COMP:0000066,Winter survival - percent|CO_350:0000170,notes,Cornell_WinterOatPeaIntercrop_2024_Ithaca_barley_genotype_Calypson,Cornell_WinterOatPeaIntercrop_2024_Ithaca_barley_genotype_Lightning,Cornell_WinterOatPeaIntercrop_2024_Ithaca_barley_genotype_NY17024-2-45,Cornell_WinterOatPeaIntercrop_2024_Ithaca_barley_genotype_Saturn,Cornell_WinterOatPeaIntercrop_2024_Ithaca_barley_genotype_Scala,Cornell_WinterOatPeaIntercrop_2024_Ithaca_barley_genotype_Violetta,Cornell_WinterOatPeaIntercrop_2024_Ithaca_pea_genotype_Blaze
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703582,FLLA17069-54,,,plot,703852,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_102,4,4,102,8,11,test,,,,4,667,181.9123984,12,4,,,140,,1201,327.55141,,,100,,,,,100,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703582,FLLA17069-54,,,subplot,716180,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_102_subplot_1,4,4,102,8,11,test,,,,,,,,,,,,,,,31,67,,30,72,,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703582,FLLA17069-54,,,subplot,716181,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_102_subplot_2,4,4,102,8,11,test,,,,,,,,,,,,,,,34,76,,37,62,,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703582,FLLA17069-54,,,subplot,716182,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_102_subplot_3,4,4,102,8,11,test,,149.2,,,,,,,59.2,,,,,,40,73,,40,65,0,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,plot,703977,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_103,4,4,103,8,10,test,,,,5,244,76.54181567,12,5,,,140,,474,148.6918878,,,100,,,,,100,,,,,,1,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,subplot,716630,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_103_subplot_1,4,4,103,8,10,test,,,,,,,,,,,,,,,17,49,,31,38,,,,,,,,,1,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,subplot,716631,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_103_subplot_2,4,4,103,8,10,test,,,,,,,,,,,,,,,16,39,,33,41,,,,,,,,,1,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,subplot,716632,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_103_subplot_3,4,4,103,8,10,test,,44.6,,,,,,,14.3,,,,,,21,44,,33,49,2.7,,,,,,,,1,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,plot,703992,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_104,4,4,104,8,9,test,,,,5,268,73.34428024,12,2,,,140,,NA,NA,,,100,,,,,100,,,,,,1,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,subplot,716666,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_104_subplot_1,4,4,104,8,9,test,,,,,,,,,,,,,,,0,0,,40,55,,,,,,,,,1,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,subplot,716667,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_104_subplot_2,4,4,104,8,9,test,,,,,,,,,,,,,,,0,0,,37,44,,,,,,,,,1,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,subplot,716668,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_104_subplot_3,4,4,104,8,9,test,,88.7,,,,,,,0,,,,,,0,0,,37,45,4.1,,,,,,,,1,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703596,FLLA17069-53,,,plot,703755,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_105,4,4,105,8,8,test,,,,4,682,196.1122613,11,3,,,140,,551,158.4426041,,,100,,,,,100,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703596,FLLA17069-53,,,subplot,717110,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_105_subplot_1,4,4,105,8,8,test,,,,,,,,,,,,,,,36,48,,38,68,,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703596,FLLA17069-53,,,subplot,717111,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_105_subplot_2,4,4,105,8,8,test,,,,,,,,,,,,,,,32,56,,39,70,,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703596,FLLA17069-53,,,subplot,717112,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_105_subplot_3,4,4,105,8,8,test,,128.6,,,,,,,9.8,,,,,,27,60,,39,68,0,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703596,FLLA17069-53,,,plot,703863,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_106,4,4,106,8,7,test,,,,4,706,198.6941349,11,2,,,140,,4,1.125745807,,,100,,,,,100,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703596,FLLA17069-53,,,subplot,716786,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_106_subplot_1,4,4,106,8,7,test,,,,,,,,,,,,,,,0,0,,36,74,,,,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703596,FLLA17069-53,,,subplot,716787,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_106_subplot_2,4,4,106,8,7,test,,,,,,,,,,,,,,,0,0,,41,71,,,,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703596,FLLA17069-53,,,subplot,716788,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_106_subplot_3,4,4,106,8,7,test,,197.2,,,,,,,0,,,,,,0,0,,45,76,0,,,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,plot,703931,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_107,4,4,107,8,6,test,,,,NA,4,1.225715511,NA,9,,,140,,1629,499.172642,,,100,,,,,100,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,subplot,717212,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_107_subplot_1,4,4,107,8,6,test,,0,,,,,,,54.3,,,,,,21,65,,0,0,0.7,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,subplot,717213,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_107_subplot_2,4,4,107,8,6,test,,,,,,,,,,,,,,,21,75,,0,0,,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,subplot,717214,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_107_subplot_3,4,4,107,8,6,test,,,,,,,,,,,,,,,23,72,,0,0,,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,plot,703943,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_108,4,4,108,8,5,test,,,,NA,4,1.345170837,NA,9,,,140,,1312,441.2160344,,,100,,,,,100,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,subplot,716270,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_108_subplot_1,4,4,108,8,5,test,,0,,,,,,,41.4,,,,,,19,65,,0,0,0,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,subplot,716271,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_108_subplot_2,4,4,108,8,5,test,,,,,,,,,,,,,,,22,68,,0,0,,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,subplot,716272,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_108_subplot_3,4,4,108,8,5,test,,,,,,,,,,,,,,,25,73,,0,0,,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703576,NF12AS-122-4_4,,,plot,703750,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_109,4,4,109,8,4,test,,,,4,654,202.7529762,11,7,,,140,,548,169.890873,,,100,,,,,100,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703576,NF12AS-122-4_4,,,subplot,716528,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_109_subplot_1,4,4,109,8,4,test,,,,,,,,,,,,,,,32,67,,40,71,,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703576,NF12AS-122-4_4,,,subplot,716529,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_109_subplot_2,4,4,109,8,4,test,,,,,,,,,,,,,,,33,64,,45,73,,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703576,NF12AS-122-4_4,,,subplot,716530,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_109_subplot_3,4,4,109,8,4,test,,,234,,,,,,,385,,,,,0,77,,41,74,,0.9,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703573,TX18OCS9125,,,subplot,716936,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_10_subplot_1,2,2,10,1,10,test,,,,,,,,,,,,,,,0,0,,43,61,,,,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703573,TX18OCS9125,,,subplot,716937,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_10_subplot_2,2,2,10,1,10,test,,,,,,,,,,,,,,,0,0,,42,63,,,,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703573,TX18OCS9125,,,subplot,716938,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_10_subplot_3,2,2,10,1,10,test,,,458.6,,,,,,,522.6,,,,,0,0,,44,64,,0,,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,plot,703820,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_11,2,2,11,1,11,test,,,,NA,NA,NA,NA,9,,,140,1,2071,568.7372988,,,100,,,,,100,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703576,NF12AS-122-4_4,,,plot,703678,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_110,4,4,110,8,3,test,,,,3,545,177.9998694,11,6,,,140,,9,2.939447384,,,100,,,,,100,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703576,NF12AS-122-4_4,,,subplot,716861,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_110_subplot_1,4,4,110,8,3,test,,,,,,,,,,,,,,,21,0,,40,77,,,,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703576,NF12AS-122-4_4,,,subplot,716862,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_110_subplot_2,4,4,110,8,3,test,,,,,,,,,,,,,,,0,0,,47,76,,,,,,,,,,,
