"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","intercropGermplasmDbId","intercropGermplasmName","germplasmEntryNumber","Freeze damage severity - 0-9 Rating|CO_350:0005001","Grain yield - g/m2|CO_350:0000260","notes","Cornell_WinterOatPeaIntercrop_2024_Ithaca_barley_genotype_Calypson","Cornell_WinterOatPeaIntercrop_2024_Ithaca_barley_genotype_Lightning","Cornell_WinterOatPeaIntercrop_2024_Ithaca_barley_genotype_NY17024-2-45","Cornell_WinterOatPeaIntercrop_2024_Ithaca_barley_genotype_Saturn","Cornell_WinterOatPeaIntercrop_2024_Ithaca_barley_genotype_Scala","Cornell_WinterOatPeaIntercrop_2024_Ithaca_barley_genotype_Violetta","Cornell_WinterOatPeaIntercrop_2024_Ithaca_pea_genotype_Blaze"
"2007","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3314","UWOYT_2007_Kinston","Uniform Winter Oat Yield Trial, , Very wet fall. Mild winter through mid-January then extended cold period. Freeze at early heading did not seem to impact oats as much as it did wheat. Overall, a very nice looking experiment. Grain yield was originally r","CRD","","","","no","no","2006-October-25","2007-June-02","85","Kinston, NC","87462","LA99017SBSBSB-275-C-B-S2","","plot","325815","UWOYT_2007_Kinston_LA99017SBSBSB-275-C-B-S2_1","1","1","1001","","","test","","","","","4","730.17849593023","","","","","","","",""
"2007","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3314","UWOYT_2007_Kinston","Uniform Winter Oat Yield Trial, , Very wet fall. Mild winter through mid-January then extended cold period. Freeze at early heading did not seem to impact oats as much as it did wheat. Overall, a very nice looking experiment. Grain yield was originally r","CRD","","","","no","no","2006-October-25","2007-June-02","85","Kinston, NC","89877","LA9911SBSBSB-45-B-S-B","","plot","325829","UWOYT_2007_Kinston_LA9911SBSBSB-45-B-S-B_9","1","1","1009","","","test","","","","","6.5","715.22822511628","","","","","","","",""
"2007","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3314","UWOYT_2007_Kinston","Uniform Winter Oat Yield Trial, , Very wet fall. Mild winter through mid-January then extended cold period. Freeze at early heading did not seem to impact oats as much as it did wheat. Overall, a very nice looking experiment. Grain yield was originally r","CRD","","","","no","no","2006-October-25","2007-June-02","85","Kinston, NC","90017","LA9917SBSBSB-31-B-S-B-S1","","plot","325827","UWOYT_2007_Kinston_LA9917SBSBSB-31-B-S-B-S1_7","1","1","1007","","","test","","","","","4","734.00047534884","","","","","","","",""
"2007","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3314","UWOYT_2007_Kinston","Uniform Winter Oat Yield Trial, , Very wet fall. Mild winter through mid-January then extended cold period. Freeze at early heading did not seem to impact oats as much as it did wheat. Overall, a very nice looking experiment. Grain yield was originally r","CRD","","","","no","no","2006-October-25","2007-June-02","85","Kinston, NC","101150","NC02-8037","","plot","325831","UWOYT_2007_Kinston_NC02-8037_13","1","1","1013","","","test","","","","","3","781.2461944186","","","","","","","",""
"2007","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3314","UWOYT_2007_Kinston","Uniform Winter Oat Yield Trial, , Very wet fall. Mild winter through mid-January then extended cold period. Freeze at early heading did not seem to impact oats as much as it did wheat. Overall, a very nice looking experiment. Grain yield was originally r","CRD","","","","no","no","2006-October-25","2007-June-02","85","Kinston, NC","98604","NC02-8057","","plot","325822","UWOYT_2007_Kinston_NC02-8057_14","1","1","1014","","","test","","","","","2","807.15184744186","","","","","","","",""
"2007","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3314","UWOYT_2007_Kinston","Uniform Winter Oat Yield Trial, , Very wet fall. Mild winter through mid-January then extended cold period. Freeze at early heading did not seem to impact oats as much as it did wheat. Overall, a very nice looking experiment. Grain yield was originally r","CRD","","","","no","no","2006-October-25","2007-June-02","85","Kinston, NC","98557","NC02-8331","","plot","325820","UWOYT_2007_Kinston_NC02-8331_15","1","1","1015","","","test","","","","","2","889.67823139535","","","","","","","",""
"2007","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3314","UWOYT_2007_Kinston","Uniform Winter Oat Yield Trial, , Very wet fall. Mild winter through mid-January then extended cold period. Freeze at early heading did not seem to impact oats as much as it did wheat. Overall, a very nice looking experiment. Grain yield was originally r","CRD","","","","no","no","2006-October-25","2007-June-02","85","Kinston, NC","87313","NC02-8342","","plot","325823","UWOYT_2007_Kinston_NC02-8342_10","1","1","1010","","","test","","","","","2.5","805.59533790698","","","","","","","",""
"2007","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3314","UWOYT_2007_Kinston","Uniform Winter Oat Yield Trial, , Very wet fall. Mild winter through mid-January then extended cold period. Freeze at early heading did not seem to impact oats as much as it did wheat. Overall, a very nice looking experiment. Grain yield was originally r","CRD","","","","no","no","2006-October-25","2007-June-02","85","Kinston, NC","102578","RODGERS","NC88-1818,Rodgers,Rogers,ROGERS","plot","325817","UWOYT_2007_Kinston_RODGERS_24","1","1","1024","","","check","","","","","3","805.04065569767","","","","","","","",""
"2007","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3314","UWOYT_2007_Kinston","Uniform Winter Oat Yield Trial, , Very wet fall. Mild winter through mid-January then extended cold period. Freeze at early heading did not seem to impact oats as much as it did wheat. Overall, a very nice looking experiment. Grain yield was originally r","CRD","","","","no","no","2006-October-25","2007-June-02","85","Kinston, NC","85852","SC010907","","plot","325826","UWOYT_2007_Kinston_SC010907_11","1","1","1011","","","test","","","","","2.5","780.4731694186","","","","","","","",""
"2007","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3314","UWOYT_2007_Kinston","Uniform Winter Oat Yield Trial, , Very wet fall. Mild winter through mid-January then extended cold period. Freeze at early heading did not seem to impact oats as much as it did wheat. Overall, a very nice looking experiment. Grain yield was originally r","CRD","","","","no","no","2006-October-25","2007-June-02","85","Kinston, NC","86232","SC010909","","plot","325821","UWOYT_2007_Kinston_SC010909_12","1","1","1012","","","test","","","","","2.5","776.01315837209","","","","","","","",""
"2007","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3314","UWOYT_2007_Kinston","Uniform Winter Oat Yield Trial, , Very wet fall. Mild winter through mid-January then extended cold period. Freeze at early heading did not seem to impact oats as much as it did wheat. Overall, a very nice looking experiment. Grain yield was originally r","CRD","","","","no","no","2006-October-25","2007-June-02","85","Kinston, NC","102548","TAMO397","TAM 0397,TAM0397,TAM O-397,TAM_O-397,TAMO 397,TAMO-397","plot","325814","UWOYT_2007_Kinston_TAMO397_18","1","1","1018","","","check","","","","","4.5","653.64771348837","","","","","","","",""
"2007","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3314","UWOYT_2007_Kinston","Uniform Winter Oat Yield Trial, , Very wet fall. Mild winter through mid-January then extended cold period. Freeze at early heading did not seem to impact oats as much as it did wheat. Overall, a very nice looking experiment. Grain yield was originally r","CRD","","","","no","no","2006-October-25","2007-June-02","85","Kinston, NC","101981","TX02U7325","TX02U 7325","plot","325835","UWOYT_2007_Kinston_TX02U7325_19","1","1","1019","","","test","","","","","2","859.2233344186","","","","","","","",""
"2007","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3314","UWOYT_2007_Kinston","Uniform Winter Oat Yield Trial, , Very wet fall. Mild winter through mid-January then extended cold period. Freeze at early heading did not seem to impact oats as much as it did wheat. Overall, a very nice looking experiment. Grain yield was originally r","CRD","","","","no","no","2006-October-25","2007-June-02","85","Kinston, NC","98236","TX02U7473","TX02U 7473","plot","325819","UWOYT_2007_Kinston_TX02U7473_20","1","1","1020","","","test","","","","","6","668.2524927907","","","","","","","",""
"2007","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3314","UWOYT_2007_Kinston","Uniform Winter Oat Yield Trial, , Very wet fall. Mild winter through mid-January then extended cold period. Freeze at early heading did not seem to impact oats as much as it did wheat. Overall, a very nice looking experiment. Grain yield was originally r","CRD","","","","no","no","2006-October-25","2007-June-02","85","Kinston, NC","101201","TX02U7682","TX02U 7682","plot","325830","UWOYT_2007_Kinston_TX02U7682_21","1","1","1021","","","test","","","","","6.5","749.53746069767","","","","","","","",""
"2014","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3508","UWOYT_2014_Winnsboro","Uniform Winter Oat Yield Trial, , 0.4oz Amber/acre (Nov), 75lb N/acre (Feb), very little disease pressure, moderate lodging from heavy storms after maturity. Grain yield was originally recorded in bu/a and the original data is available in the supplement","CRD","","","","no","no","2013-November-12","2014-June-09","152","Winnsboro, LA","90223","FL03254-L1","","plot","348025","UWOYT_2014_Winnsboro_FL03254-L1_5","1","1","1005","","","test","","","","","2.5","396.16765086207","","","","","","","",""
"2014","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3508","UWOYT_2014_Winnsboro","Uniform Winter Oat Yield Trial, , 0.4oz Amber/acre (Nov), 75lb N/acre (Feb), very little disease pressure, moderate lodging from heavy storms after maturity. Grain yield was originally recorded in bu/a and the original data is available in the supplement","CRD","","","","no","no","2013-November-12","2014-June-09","152","Winnsboro, LA","88849","FL05067-L1","FL0567-L1","plot","348028","UWOYT_2014_Winnsboro_FL05067-L1_4","1","1","1004","","","test","","","","","1.5","408.91668103448","","","","","","","",""
"2014","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3508","UWOYT_2014_Winnsboro","Uniform Winter Oat Yield Trial, , 0.4oz Amber/acre (Nov), 75lb N/acre (Feb), very little disease pressure, moderate lodging from heavy storms after maturity. Grain yield was originally recorded in bu/a and the original data is available in the supplement","CRD","","","","no","no","2013-November-12","2014-June-09","152","Winnsboro, LA","84779","FL0720-R5","","plot","348026","UWOYT_2014_Winnsboro_FL0720-R5_6","1","1","1006","","","test","","","","","2","460.32648706897","","","","","","","",""
"2014","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3508","UWOYT_2014_Winnsboro","Uniform Winter Oat Yield Trial, , 0.4oz Amber/acre (Nov), 75lb N/acre (Feb), very little disease pressure, moderate lodging from heavy storms after maturity. Grain yield was originally recorded in bu/a and the original data is available in the supplement","CRD","","","","no","no","2013-November-12","2014-June-09","152","Winnsboro, LA","84901","FL0720-R6","","plot","348017","UWOYT_2014_Winnsboro_FL0720-R6_2","1","1","1002","","","check","","","","","1.5","504.56449353448","","","","","","","",""
"2014","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3508","UWOYT_2014_Winnsboro","Uniform Winter Oat Yield Trial, , 0.4oz Amber/acre (Nov), 75lb N/acre (Feb), very little disease pressure, moderate lodging from heavy storms after maturity. Grain yield was originally recorded in bu/a and the original data is available in the supplement","CRD","","","","no","no","2013-November-12","2014-June-09","152","Winnsboro, LA","89793","FL0772-R3","","plot","348043","UWOYT_2014_Winnsboro_FL0772-R3_7","1","1","1007","","","test","","","","","4","425.08425646552","","","","","","","",""
"2014","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3508","UWOYT_2014_Winnsboro","Uniform Winter Oat Yield Trial, , 0.4oz Amber/acre (Nov), 75lb N/acre (Feb), very little disease pressure, moderate lodging from heavy storms after maturity. Grain yield was originally recorded in bu/a and the original data is available in the supplement","CRD","","","","no","no","2013-November-12","2014-June-09","152","Winnsboro, LA","86810","GERARD224","Gerard224","plot","348015","UWOYT_2014_Winnsboro_GERARD224_1","1","1","1001","","","check","","","","","1","612.51756465517","","","","","","","",""
"2014","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3508","UWOYT_2014_Winnsboro","Uniform Winter Oat Yield Trial, , 0.4oz Amber/acre (Nov), 75lb N/acre (Feb), very little disease pressure, moderate lodging from heavy storms after maturity. Grain yield was originally recorded in bu/a and the original data is available in the supplement","CRD","","","","no","no","2013-November-12","2014-June-09","152","Winnsboro, LA","99142","HORIZON201","FL99201-D29-E1,Horizon 201,TX96M1384","plot","348035","UWOYT_2014_Winnsboro_HORIZON201_30","1","1","1030","","","check","","","","","1.5","580.41558189655","","","","","","","",""
"2014","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3508","UWOYT_2014_Winnsboro","Uniform Winter Oat Yield Trial, , 0.4oz Amber/acre (Nov), 75lb N/acre (Feb), very little disease pressure, moderate lodging from heavy storms after maturity. Grain yield was originally recorded in bu/a and the original data is available in the supplement","CRD","","","","no","no","2013-November-12","2014-June-09","152","Winnsboro, LA","87673","LA06046-N2-AB2","LA06046SS-N2-AB2","plot","348019","UWOYT_2014_Winnsboro_LA06046-N2-AB2_3","1","1","1003","","","check","","","","","2.5","491.41682112069","","","","","","","",""
"2014","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3508","UWOYT_2014_Winnsboro","Uniform Winter Oat Yield Trial, , 0.4oz Amber/acre (Nov), 75lb N/acre (Feb), very little disease pressure, moderate lodging from heavy storms after maturity. Grain yield was originally recorded in bu/a and the original data is available in the supplement","CRD","","","","no","no","2013-November-12","2014-June-09","152","Winnsboro, LA","88607","LA06046-N2-AB3","","plot","348041","UWOYT_2014_Winnsboro_LA06046-N2-AB3_8","1","1","1008","","","test","","","","","3","472.68815732759","","","","","","","",""
"2014","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3508","UWOYT_2014_Winnsboro","Uniform Winter Oat Yield Trial, , 0.4oz Amber/acre (Nov), 75lb N/acre (Feb), very little disease pressure, moderate lodging from heavy storms after maturity. Grain yield was originally recorded in bu/a and the original data is available in the supplement","CRD","","","","no","no","2013-November-12","2014-June-09","152","Winnsboro, LA","88668","LA07007SBSB-68","","plot","348040","UWOYT_2014_Winnsboro_LA07007SBSB-68_9","1","1","1009","","","test","","","","","2","456.87409482759","","","","","","","",""
"2014","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3508","UWOYT_2014_Winnsboro","Uniform Winter Oat Yield Trial, , 0.4oz Amber/acre (Nov), 75lb N/acre (Feb), very little disease pressure, moderate lodging from heavy storms after maturity. Grain yield was originally recorded in bu/a and the original data is available in the supplement","CRD","","","","no","no","2013-November-12","2014-June-09","152","Winnsboro, LA","85776","LA07007SBSBSB-18","","plot","348022","UWOYT_2014_Winnsboro_LA07007SBSBSB-18_10","1","1","1010","","","test","","","","","1.5","504.79766163793","","","","","","","",""
"2014","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3508","UWOYT_2014_Winnsboro","Uniform Winter Oat Yield Trial, , 0.4oz Amber/acre (Nov), 75lb N/acre (Feb), very little disease pressure, moderate lodging from heavy storms after maturity. Grain yield was originally recorded in bu/a and the original data is available in the supplement","CRD","","","","no","no","2013-November-12","2014-June-09","152","Winnsboro, LA","90614","LA07048SBSB-19","","plot","348033","UWOYT_2014_Winnsboro_LA07048SBSB-19_11","1","1","1011","","","test","","","","","1.5","487.37398706897","","","","","","","",""
"2014","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3508","UWOYT_2014_Winnsboro","Uniform Winter Oat Yield Trial, , 0.4oz Amber/acre (Nov), 75lb N/acre (Feb), very little disease pressure, moderate lodging from heavy storms after maturity. Grain yield was originally recorded in bu/a and the original data is available in the supplement","CRD","","","","no","no","2013-November-12","2014-June-09","152","Winnsboro, LA","87595","LA07048SBSB-28","","plot","348014","UWOYT_2014_Winnsboro_LA07048SBSB-28_12","1","1","1012","","","test","","","","","1.5","474.81299568966","","","","","","","",""
"2014","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3508","UWOYT_2014_Winnsboro","Uniform Winter Oat Yield Trial, , 0.4oz Amber/acre (Nov), 75lb N/acre (Feb), very little disease pressure, moderate lodging from heavy storms after maturity. Grain yield was originally recorded in bu/a and the original data is available in the supplement","CRD","","","","no","no","2013-November-12","2014-June-09","152","Winnsboro, LA","89936","LA08085SBSBS-48","","plot","348024","UWOYT_2014_Winnsboro_LA08085SBSBS-48_13","1","1","1013","","","test","","","","","3.5","445.41877155172","","","","","","","",""
"2014","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3508","UWOYT_2014_Winnsboro","Uniform Winter Oat Yield Trial, , 0.4oz Amber/acre (Nov), 75lb N/acre (Feb), very little disease pressure, moderate lodging from heavy storms after maturity. Grain yield was originally recorded in bu/a and the original data is available in the supplement","CRD","","","","no","no","2013-November-12","2014-June-09","152","Winnsboro, LA","98574","LA99016","","plot","348021","UWOYT_2014_Winnsboro_LA99016_27","1","1","1027","","","check","","","","","2","432.58700431034","","","","","","","",""
"2014","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3508","UWOYT_2014_Winnsboro","Uniform Winter Oat Yield Trial, , 0.4oz Amber/acre (Nov), 75lb N/acre (Feb), very little disease pressure, moderate lodging from heavy storms after maturity. Grain yield was originally recorded in bu/a and the original data is available in the supplement","CRD","","","","no","no","2013-November-12","2014-June-09","152","Winnsboro, LA","97968","NC09-4274N","","plot","348039","UWOYT_2014_Winnsboro_NC09-4274N_21","1","1","1021","","","test","","","","","1","456.39271551724","","","","","","","",""
"2014","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3508","UWOYT_2014_Winnsboro","Uniform Winter Oat Yield Trial, , 0.4oz Amber/acre (Nov), 75lb N/acre (Feb), very little disease pressure, moderate lodging from heavy storms after maturity. Grain yield was originally recorded in bu/a and the original data is available in the supplement","CRD","","","","no","no","2013-November-12","2014-June-09","152","Winnsboro, LA","96836","NC09-4503N","","plot","348023","UWOYT_2014_Winnsboro_NC09-4503N_22","1","1","1022","","","test","","","","","1.5","336.80004310345","","","","","","","",""
"2014","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3508","UWOYT_2014_Winnsboro","Uniform Winter Oat Yield Trial, , 0.4oz Amber/acre (Nov), 75lb N/acre (Feb), very little disease pressure, moderate lodging from heavy storms after maturity. Grain yield was originally recorded in bu/a and the original data is available in the supplement","CRD","","","","no","no","2013-November-12","2014-June-09","152","Winnsboro, LA","88235","NC10-5051V","","plot","348016","UWOYT_2014_Winnsboro_NC10-5051V_14","1","1","1014","","","test","","","","","2","462.9402262931","","","","","","","",""
"2014","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3508","UWOYT_2014_Winnsboro","Uniform Winter Oat Yield Trial, , 0.4oz Amber/acre (Nov), 75lb N/acre (Feb), very little disease pressure, moderate lodging from heavy storms after maturity. Grain yield was originally recorded in bu/a and the original data is available in the supplement","CRD","","","","no","no","2013-November-12","2014-June-09","152","Winnsboro, LA","99553","NC10-5069Y","","plot","348032","UWOYT_2014_Winnsboro_NC10-5069Y_23","1","1","1023","","","test","","","","","0.5","633.16422413793","","","","","","","",""
"2014","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3508","UWOYT_2014_Winnsboro","Uniform Winter Oat Yield Trial, , 0.4oz Amber/acre (Nov), 75lb N/acre (Feb), very little disease pressure, moderate lodging from heavy storms after maturity. Grain yield was originally recorded in bu/a and the original data is available in the supplement","CRD","","","","no","no","2013-November-12","2014-June-09","152","Winnsboro, LA","101409","NC11-1651Y","","plot","348018","UWOYT_2014_Winnsboro_NC11-1651Y_24","1","1","1024","","","test","","","","","2","609.8775","","","","","","","",""
"2014","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3508","UWOYT_2014_Winnsboro","Uniform Winter Oat Yield Trial, , 0.4oz Amber/acre (Nov), 75lb N/acre (Feb), very little disease pressure, moderate lodging from heavy storms after maturity. Grain yield was originally recorded in bu/a and the original data is available in the supplement","CRD","","","","no","no","2013-November-12","2014-June-09","152","Winnsboro, LA","100157","NC11-1796V","","plot","348037","UWOYT_2014_Winnsboro_NC11-1796V_25","1","1","1025","","","test","","","","","0.5","596.46657327586","","","","","","","",""
"2014","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","3508","UWOYT_2014_Winnsboro","Uniform Winter Oat Yield Trial, , 0.4oz Amber/acre (Nov), 75lb N/acre (Feb), very little disease pressure, moderate lodging from heavy storms after maturity. Grain yield was originally recorded in bu/a and the original data is available in the supplement","CRD","","","","no","no","2013-November-12","2014-June-09","152","Winnsboro, LA","98715","NC11-1798Y","","plot","348042","UWOYT_2014_Winnsboro_NC11-1798Y_26","1","1","1026","","","test","","","","","1","554.97017241379","","","","","","","",""
